906;4;Сантехник;поменять колено, починить розетку, выключатель и повесить жалюзи. Достык/ Толе би
907;10;Электрик;Починить проводку лампы освещения в ванной
912;10;Электрик;ремонт проводки в ванной
920;4;Сантехник;устранить засор в сливной системе на кухне. казциковские дачи, Бурундай.
921;14;Муж на час;затор в сливной системе, казциковские дачи, бурундай
924;4;Сантехник;поменять ушкабину с гидроизоляции, на аскарова
928;10;Электрик;полный электромонтаж в частном доме, 80 кв.м. примерно дом. район ташкентской/матезалки
931;10;Электрик;подключение щитков и проводки в новом доме
937;4;Сантехник;не уходит вода в ванной. Аксай 2
953;4;Сантехник;канализация забилась Ольга
954;4;Сантехник;забилась канализация, район школьник 2
955;4;Сантехник;сандугаш канализауич забилась
959;4;Сантехник;установка раковины и смесителя, ЖК Примьера
960;4;Сантехник;"установить фильтр для воды ""Е-спринг"", орбита"
961;4;Сантехник;подкрутить кран, повесить люстру. на завтра на 17:00, на Маркова.
962;4;Сантехник;переставить 2 шкафа и 1 диван
971;4;Сантехник;нужно поменять трубы. Тел 87051834717
972;14;Муж на час;нужно кафель сделать 4 плитки. и мелбытовые работы по сантехники. Элеонора Борисовна 87772211947.
973;14;Муж на час;нужно кафель сделать 4 плитки. и мелбытовые работы по сантехники. Элеонора Борисовна 87772211947.
974;4;Сантехник;канализация забылась
975;4;Сантехник;канализация забилась
976;4;Сантехник;стиральную машину нужно почистить.
1011;9;Уборка помещений;убрать дом, 2 уровня. луганского/горная. там 2 комнаты и кухня
1025;10;Электрик;утюжок для волос перегорел
1027;4;Сантехник;кран установить а раковине
1040;4;Сантехник;починить трубу холодной воды
1052;9;Уборка помещений;Помыть окна в зале и на кухне
1059;14;Муж на час;починить стиральную машину
1060;14;Муж на час;починить стиральную машину
1061;14;Муж на час;починить стиральную машину
1062;14;Муж на час;починить стиральную машину
1079;35;Покраска;сделать ремонт в трехкомнатной квартире, обои, левкас, эмульсия
1086;4;Сантехник;еще один проверочный заказ. не принимайте!!!!!!!!
1100;35;Покраска;оемонт квартиры в орбите
1210;4;Сантехник;перевесить светильники и телевизор
1211;14;Муж на час;перевесить светильники и телевизор
1212;4;Сантехник;перевесить светильники и телевизор
1213;4;Сантехник;для Руслана, третий раз уже! перевесить светильники и телевизор
1214;4;Сантехник;не прошел до этого
1217;4;Сантехник;поменять счетчики гор/холодной воды район Абая/Правды
1218;35;Покраска;Посмотреть объём работы по адресу. Освежить стены. Подкрасить двери, плинтусы и тд.
1219;10;Электрик;в 3-х комн.квартире нужно сделать освещение.
1222;10;Электрик;сделать розетку
1224;10;Электрик;от щитовой нужно протянуть провод 3 фазы 100 м.
1225;10;Электрик;срочно нужно сделать. Свет отключился в одной комнате.
1226;10;Электрик;срочно нужно сделать. В одной комнате свет отключился
1228;9;Уборка помещений;Нужна уборка офиса 2 раза в неделю 1.5 -2 часа
1229;4;Сантехник;засорилась раковина
1230;4;Сантехник;раковина засорилась
1231;14;Муж на час;установить унитаз и подключить мойку
1232;4;Сантехник;установить унитаз и подключить мойку
1233;10;Электрик;автомат выбивает
1234;10;Электрик;вфэыбивает автомат
1235;10;Электрик;выбивает автомат
1236;10;Электрик;выбивает автомат
1237;4;Сантехник;поменять батарею в одной комнате
1238;4;Сантехник;поменять батарею в одной комнате
1239;4;Сантехник;нужно поменять батареи в одной комнате
1240;4;Сантехник;поменять батареи в одной комнате
1241;4;Сантехник;раковина засорилась
1243;10;Электрик;когда включает свет лампочка в люстре. от какого то  провода идет запах
1244;10;Электрик;свет включает запах идет от провода
1245;10;Электрик;когда включает свет от провода идет запах
1246;4;Сантехник;в ванной труба протекает от сушилки
1247;4;Сантехник;в ванной труба протекает от сушилки
1248;4;Сантехник;в ванной труба протекает от сушилки
1249;4;Сантехник;в ванной труба протекает от сушилки
1250;10;Электрик;в квартире нету света
1251;10;Электрик;в квартире нету света
1252;10;Электрик;в квартире нету света
1253;10;Электрик;в квартире нету света
1255;4;Сантехник;установка сместителя
1256;4;Сантехник;установить сместитель
1257;14;Муж на час;2 полки повешать на стену
1258;14;Муж на час;повесить 2 полки на стену
1259;14;Муж на час;повесить 2 полки на стену
1260;14;Муж на час;повесить 2 полки на стену
1261;14;Муж на час;повесить 2 полки на стену
1262;14;Муж на час;повесить 2 полки на стену
1263;14;Муж на час;повесить 2 полки на стену
1264;4;Сантехник;в бочке сломалась кнопка слива. кнопка сломалась и вода текет внутри
1265;4;Сантехник;кнопка слива сломана в унитазе
1266;10;Электрик;в квартире нету света
1267;10;Электрик;нету света
1268;10;Электрик;нету света
1269;10;Электрик;патрон сгорел
1270;10;Электрик;патрон сгорел
1271;10;Электрик;сгорел патрон
1272;10;Электрик;патрон сгорел
1273;10;Электрик;патрон сгорел
1274;10;Электрик;патрон сгорел
1275;10;Электрик;патрон сгорел
1276;10;Электрик;патрон сгорел
1277;4;Сантехник;перевесить римские шторы с кухни на балкон, район зеленого базара
1279;10;Электрик;в офисе постоянно горит свет. нужно поставить выключатель. район казгуграда
1280;4;Сантехник;поменять сиеситель на кухне. район сатпаева/жарокого
1282;4;Сантехник;поменять кран на кухне
1283;10;Электрик;установить пакетник 0.25 ампер. район ленина/калинина
1284;10;Электрик;поменять пакетник 0.25 ампер. район ленина/калинина. Ержан позвоните мне, там контакты клиента.
1286;4;Сантехник;карнизы прикрутить, детскую кровать починить. район айманова/калинина. заявка с сайта.
1289;4;Сантехник;подтекает кран в ванной. район Атакета
1290;14;Муж на час;плита электрическая. не отключается 1 комфорка. отрубают из розетки чтоб не мотало электричество. район ленина/жолдасбекова
1293;4;Сантехник;затор канализации в частном доме. район саяхата.
1294;4;Сантехник;затор канализации в районе саяхата
1295;4;Сантехник;затор канализации
1297;14;Муж на час;повесть три люстры
1305;10;Электрик;коротит проводка, дома нет света. джандосова/розыбакиева. на сегодня
1316;4;Сантехник;провести водопроводную трубу с улицы домой,  район каменки. материал уже есть, нужен только монтаж.
1318;10;Электрик;лампочки постоянно перегарают
1319;10;Электрик;лампочки постоянно перегарают
1320;10;Электрик;лампочки постоянно перегарают
1321;4;Сантехник;раковины трубу поставить ризбу
1322;4;Сантехник;под раковиной в трубу нужно поставить резьбу
1323;4;Сантехник;в 3-х комн.квартире нужно поменять трубы
1324;14;Муж на час;в 3-х комн. квартире нужно поменять трубы
1325;14;Муж на час;в 3-х комн. квартире нужно поменять трубы
1326;14;Муж на час;в 3-х комн. квартире нужно поменять трубы
1327;14;Муж на час;в 3-х комн квартире нужно поменять трубы
1328;14;Муж на час;в 3-х комн квартире нужно поменять трубы
1329;14;Муж на час;в 3-х комн квартире нужно поменять трубы
1330;14;Муж на час;в 3-х комн квартире поменять батареи
1331;14;Муж на час;в 3-х комн квартире поменять батареи
1332;14;Муж на час;в 3-х комн квартире поменять батареи
1333;14;Муж на час;проблемы с отоплением
1334;14;Муж на час;проблемы с отоплением
1335;14;Муж на час;проблемы с отоплением
1336;14;Муж на час;повесить большую люстру
1337;14;Муж на час;повесить большую люстру
1338;14;Муж на час;нужно повесить большую люстру
1339;14;Муж на час;нужно каналязационную трубу протянуть на улицу
1340;10;Электрик;нужно провести проводку
1341;10;Электрик;нужно провести проводку
1342;10;Электрик;установить розетку
1346;13;Ремонт компьютеров;текстовый заказ
1347;4;Сантехник;забилась труба на Фурманова/гоголя
1348;4;Сантехник;течёт труба нужно заменить, труба за коробом. район Сатпаева/розыбакиева
1351;14;Муж на час;повесить шкафы. заказчик Светлана
1352;14;Муж на час;шкафы повесить. Светлана
1355;10;Электрик; перегорела духовка
1356;4;Сантехник;течет батарея. 
1357;4;Сантехник;течет батарея
1358;4;Сантехник;течет батарея
1359;4;Сантехник;смеситель поменять
1360;4;Сантехник;затор канализации в душкабине, частный дом, район Коктобе
1361;14;Муж на час;затор слива с душкабине, частный дом, район Коктюбе, срочно!
1364;10;Электрик;нужно починить люстру
1365;10;Электрик;нужно починить люстру
1366;4;Сантехник;замена трубы на пластик, Алмагуль
1368;4;Сантехник;нужно заварить небольшой заборчик, район 8марта/Калинина
1381;10;Электрик;нужно протянуть с коробки наружную проводку в квартире, полквартиры обесточено, но обрыв искать не нужно. район шашкина/аль-Фараби
1387;14;Муж на час;заменить плинтус
1388;14;Муж на час;заменить плинтус
1389;14;Муж на час;заменить плинтус
1392;4;Сантехник;сильная течь с канализационной трубы под раковиной в ванной, частный дом, пос. Гульдала
1393;4;Сантехник;установить душевой шланг. материал есть, район Исаева/Казыбек би
1394;4;Сантехник;устранить течь из под барашка крана в ванной, предположительно замена краника или прокладки. район Калинина/8марта
1407;4;Сантехник;в ванной засорилась канализация
1408;4;Сантехник;в ванной забилась канализация
1416;10;Электрик;в кухне починить розетку
1417;14;Муж на час;поменять шланг от душевой кабинки, починить розетку, и сделать дверь шкафа на шрупах
1418;14;Муж на час;поменять шланг от душевой кабинки, починить розетку, и сделать дверь шкафа на шрупах
1419;14;Муж на час;водопроводные трубы пластмассовые заменить 
1422;14;Муж на час;повесить люстру и поменять патрон
1423;14;Муж на час;повесить люстру и поменять патрон
1424;14;Муж на час;повесить люстру и поменять патрон
1425;14;Муж на час;повесить люстру и поменять патрон
1426;4;Сантехник;трубу заменить пластиковую
1427;4;Сантехник;нужно поменять водопроводную трубу пластмассовую
1428;14;Муж на час;заменить водопроводную трубу 
1429;14;Муж на час;заменить водопроводную трубу 
1430;4;Сантехник;прочистка трубы из ванны
1431;4;Сантехник;прочистка трубы из ванны
1435;14;Муж на час;рекламную вывеску нужно снять. высотой 3 м
1436;14;Муж на час;рекламную вывеску нужно снять. высотой 3 м
1437;4;Сантехник;проштробить 2-3 метра в стене, проложить и подключить кабель, замазать штробу и установить розетку. Ленина/Виноградова
1438;14;Муж на час;рекламную вывеску нужно снять высотой 3 м
1439;10;Электрик;счетчик 3 х фазный нужно протянуть кабель на 3 автомата
1440;14;Муж на час;перевесить 2 шкафа, и повешать в ванной 2 зеркала.
1441;14;Муж на час;перевесить 2 шкафа, и повешать в ванной 2 зеркала.
1442;4;Сантехник;прочистка трубы из ванны
1444;4;Сантехник;почистить канализацию в туалете
1445;10;Электрик;когда включает насос стабилизатор отключается
1447;4;Сантехник;засорились фильтры от воды
1448;4;Сантехник;засорились фильтры от воды
1449;4;Сантехник;фильтры засорился от воды 
1450;4;Сантехник;поменять фильтры от воды
1451;4;Сантехник;ваннаякомната сантехника 
1452;10;Электрик;дома нет света. автомат выбивает
1453;10;Электрик;нету света автомат выбивает
1454;10;Электрик;нету света
1455;10;Электрик;нету света
1456;10;Электрик;нету света
1457;10;Электрик;света нету
1458;10;Электрик;в баре стоит электрический гриль.нужно починить.
1459;10;Электрик;в баре стоит электрический гриль. нужно починить
1460;10;Электрик;в баре стоит электрический гриль. нужно починить
1461;10;Электрик;света нету дома
1462;4;Сантехник;вванной забилась труба. нужно почистить канализацию
1463;4;Сантехник;почистить трубу канализацию
1464;4;Сантехник;срочно нужно вода капает с раковины.
1465;4;Сантехник;срочно вода капает с раковины
1466;4;Сантехник;срочно вода капает
1467;4;Сантехник;срочно вода капает
1468;4;Сантехник;в ванной сломался кран и бежит вода
1469;4;Сантехник;в ванной сломался кран и бежит вода
1470;4;Сантехник;в ванной сломался кран и бежит вода
1471;4;Сантехник;в ванной сломался кран и бежит вода
1472;10;Электрик;2 коробки нужно соединить
1476;4;Сантехник;Установка аппарата для очистки и розлива питьевой воды
1477;4;Сантехник;ремонт смесителей в ванной, район Аскарова/Альфараби
1478;4;Сантехник;бежит вода с джакузи, район тастака
1479;4;Сантехник;бежит вода с джакузи, район тастака
1480;4;Сантехник;протекает джакузи, район тастака
1481;10;Электрик;нет света на кухне
1482;4;Сантехник;приварить трубу отопления в квартире, металл. район шагабудинова/джамбула
1483;4;Сантехник;замена труб отопления в квартире, Жетысу-4
1484;4;Сантехник;заменить кран
1485;4;Сантехник;нужно установить профессиональную двойную мойку, район Полежаева/ташкентской
1486;4;Сантехник;затор канализации на кухне, я так понял гофра забилась, район тастака
1487;14;Муж на час;повесить телевизор на стену, район джандосова/жарокого, 7015388752 Евгения
1488;14;Муж на час;повесить ковёр на стену, Евгений 317-19-41
1489;10;Электрик;в помещении местами нет света, ЖК столичный центр
1490;4;Сантехник;заменить краны отопления, частный дом в сторону Табагана
1491;4;Сантехник;заменить краны отопления, частный дом в сторону Табагана
1493;14;Муж на час;повесить люстры, байзакова/абая
1495;14;Муж на час;нужно передвинуть мебель
1496;10;Электрик;конектор 3-х фазный нужно подсоединить
1497;4;Сантехник;нужно подсоединить ванную сместитель
1498;4;Сантехник;замена сместителя
1499;14;Муж на час;замена сместителя
1500;14;Муж на час;замена сместителя
1501;10;Электрик;установить несколько розеток
1502;4;Сантехник;нужно в магазинах установить апарат очистки воды
1503;14;Муж на час;нужно сделать отделочную работу под ключ. квартира 82 кв.метра
1504;14;Муж на час;нужно сделать отделочную работу под ключ. квартира 82 кв.метра
1505;4;Сантехник;трубу прорвало
1506;4;Сантехник;трубу прорвало
1507;4;Сантехник;ремонт сливного бочка унитаза
1511;4;Сантехник;сломался кран на кухне
1513;4;Сантехник;заменить сместитель в ванной
1514;4;Сантехник;нужно заменить сместитель
1515;4;Сантехник;замена сместителя
1516;4;Сантехник;замена слива
1519;10;Электрик;со вчерашнего дня выбегает счетчик, необходимо выяснить и устранить проблему. Таугуль-3, ул. с.бебарыса, д. 819. тел. 87072220342 Эльмира
1520;4;Сантехник;провести отопление из дома в баню, расстояние между ними 4 метра, в доме метал, в бане металл/пластик. каменка
1521;4;Сантехник;провести отопление с дома в баню, каменка, 87773713330
1522;4;Сантехник;301-99-59 Люба
1523;34;Дворник;убрать садовый участок
1524;4;Сантехник;лошадь 702-310-44-14, заказ платный, стоимость заказа 2000 тенге
1525;4;Сантехник;не уходит вода, 87078771076 Камал
1526;14;Муж на час;нужно повесить рекламный щит на стену, район Гоголя/Фурманова. размер банков 180на140 см.
1527;4;Сантехник;протекает вода с канализационной трубы второго этажа, частный дом в городе, район Маркова/темирязева
1528;14;Муж на час;не работает вытяжка воздуха, 1 фазная. район альфараби/водощобрная
1529;35;Покраска;отделка. кафель/левкас, 6 мкрн.
1530;4;Сантехник;поменять Полотенчик 87772736351 любовь степановна
1531;14;Муж на час;на потолке зеркало, в нем необходимо сделать отверстие и повесить люстру
1532;14;Муж на час;на потолке зеркало. нужно просверлить в нем отверстие и повесить люстру. район калинина/мира
1533;14;Муж на час;на потолке зеркало. нужно просверлить в нем отверстие и повесить люстру. район калинина/мира
1534;14;Муж на час;установить дверь межкомнатную, подсказать откос и покрасить, район мамышулы/жубанова. 87074332537 Султан
1535;10;Электрик;сколько стоит заменит 2переключателя cвета в 9мкр
1536;10;Электрик;нужно поменять люстру
1537;4;Сантехник;поменять смеситель в кухни
1538;14;Муж на час;установить 2 сетки на 2 окна, район орбиты
1539;14;Муж на час;повесить сеточки на 2 пластиковых окна, район Орбиты
1540;4;Сантехник;заменить сифон на кухне и починить механизм в бачке унитаза, 8 мкрн.87758245707 гуля
1541;4;Сантехник;забилась труба канализации на кухне, район Ташкентской/Петрова
1542;14;Муж на час;нужно починить дверцу электросчетчика
1545;10;Электрик;установить розетку и сделать свет
1547;10;Электрик;выключатель замыкает
1548;4;Сантехник;нужно поменять кран в частном доме, но для этого нужно перекрыть воду с улицы
1549;10;Электрик;выбивает автомат, по всей видимости где то коротит в сети, район макатаева/панфилова
1555;10;Электрик;поменять розетку
1559;14;Муж на час;работа на 1 час
1563;10;Электрик;в светильники лампочки перегорают
1564;10;Электрик;в светильнике перегорают лампочки
1565;10;Электрик;в светильнике лампочки перегорают
1566;10;Электрик;4 выключателя нужно сделать и дверь от шифоньера шруповертом нужно сделать
1567;14;Муж на час;поменять провода
1568;14;Муж на час;починить дверцу электрошкафа
1569;14;Муж на час;застрял человек в туалете, срочно нужно вытащить! калдаякова 30
1570;14;Муж на час;почистить центральную канализацию. выезд платный 2000 тг.
1571;14;Муж на час;почистить центральную канализацию. выезд платный 2000 тг.
1572;10;Электрик;висит на улице вывеска, когда включаешь включатель там щит провод замыквет
1573;10;Электрик;обрыв кабеля нужно соединить с улицы
1574;10;Электрик;обрыв кабель соединитьс улице
1575;10;Электрик;обрыв кабель соединить с улицы
1576;14;Муж на час;обрыв кабель соединить с улицы
1577;14;Муж на час;обрыв кабель соединить с улицы
1578;14;Муж на час;обрыв кабель соединить с улицы
1579;14;Муж на час;проверить канализацию запах идет
1580;14;Муж на час;проверить канализацию
1581;14;Муж на час;проверить канализацию
1582;14;Муж на час;установить розетку для газ плиты и перевешать люстру
1583;14;Муж на час;установить розетку для газ плиты и перевешать люстру
1584;10;Электрик;установить розетку и перевешать люстру
1585;4;Сантехник;протекает труба подача воды
1586;4;Сантехник;протекает труба подача воды
1587;4;Сантехник;труба протекает подача воды
1588;4;Сантехник;проверить канализацию. забилась и запах
1589;4;Сантехник;проверить канализацию забилась запах
1590;4;Сантехник;с унитаза в бочке вода не сливается
1591;4;Сантехник;с унитаза в бочке вода не сливается
1592;10;Электрик;автомат выбивает.короткое замыкание
1593;10;Электрик;автомат выбивает
1594;10;Электрик;автомат выбивает
1595;10;Электрик;выбивает автомат. короткое замыкание
1596;4;Сантехник;установка раковин
1600;14;Муж на час;повесить 6 карнизов. 
1601;14;Муж на час;повесить 6 карнизов. 
1605;4;Сантехник;заменить кран в джакузи, заказ платный 2000 тенге если не установит приложение
1606;10;Электрик;постоянно выбивает автомат, нужно найти и устранить проблему 87082127001 Алексей, ул. Маяковского 7
1607;4;Сантехник;прорыв трубы, нужна сварка Гагарина/Дунаевского, срочно!
1608;4;Сантехник;поменять кран, Фурманова/хаджимукана 87074447692 Халида
1609;4;Сантехник;поменять гребенку на кухне
1610;4;Сантехник;нужно поменять прокладки между секциями в отопительных радиатора, сеффулина/Рыскулова, частный дом 87018484046 наталья
1611;4;Сантехник;установить душевую кабину. 
1612;10;Электрик;в квартире не работает часть розеток
1613;14;Муж на час;поменять колено, кафель, розетки
1614;4;Сантехник;поменять кран в ванной, и заварить трубу немного, район Мерея на саяхате
1615;14;Муж на час;повесить гардины, район Алмагуля, 87011006221 Ерлан
1616;4;Сантехник;прочистить канализацию в частном доме
1617;14;Муж на час;нужно установить полотенце держатели на кафель и заменить коробку для автоматов, Таугуль
1618;14;Муж на час;нужно установить полотенце держатели на кафель и заменить коробку для автоматов, Таугуль
1619;10;Электрик;перенести 2 выключателя и 1 люстру, требуется штробление стены. Аксай.
1620;4;Сантехник;работу сделал сегодня 
1621;4;Сантехник;заменить унитаз, Абая/баумана
1622;4;Сантехник;починить сливной бачок в туалете
1623;14;Муж на час;заменить унитаз полностью
1624;14;Муж на час;починить сливноц бачок унитаза
1625;4;Сантехник;затор канализации, 2й этаж, Ауэзова/калинина
1626;4;Сантехник;сварочные работы, 4 точки, район атакента
1627;4;Сантехник;поменять 2 трубы в ванной
1628;10;Электрик;провести проводку
1629;4;Сантехник;поменять в туалете кран
1630;4;Сантехник;в туалете поменять кран
1631;4;Сантехник;на даче вода бежит не останавливается
1632;4;Сантехник;нужно направить воду
1633;4;Сантехник;нужно направить воду
1634;14;Муж на час;в комоде просверлить задвижку и одну дверцу забить в шкафу
1635;14;Муж на час;в комоде полку сделать
1637;14;Муж на час;нужно срезать от стола 2 ножки железные
1638;14;Муж на час;отделка снаружи дома, крышу покрасить
1639;14;Муж на час;отделка снаружи
1640;4;Сантехник;ремонт душ кабины
1641;14;Муж на час;подпил нодек
1642;14;Муж на час;подпил ножек
1644;10;Электрик;поменять патрон
1645;10;Электрик;поменять патрон
1646;13;Ремонт компьютеров;компьютер выключается сам по себе через некоторое время работы, аблайхана/ташкентская.
1647;14;Муж на час;установить межкомнатную дверь.
1648;14;Муж на час;установка межкомнатной двери
1649;14;Муж на час;межкомнатная дверь
1650;14;Муж на час;установить доводчик на дверь, Кунаева/курмангазы
1651;14;Муж на час;подключить электролиту, самал 3, ЖК новый мир, на завтра, но позвонить надо сейчас
1652;14;Муж на час;подключить электроплиту, самал 3, заказ на завтра
1653;10;Электрик;запах проводки идет
1654;10;Электрик;дома нету света. нужно перкинуть провод с одной фазы на другую
1655;10;Электрик;автомат выбивает
1656;4;Сантехник;замена крана на батареях. и ремонт стиральной машины
1657;14;Муж на час;работа по дому. мебель передвинуть картины повешать.
1658;14;Муж на час;уст. межкомнатные двери
1659;14;Муж на час;уст межкомн двери
1660;14;Муж на час;уст межкомн двери
1661;14;Муж на час;уст межкомн. двери
1662;14;Муж на час;на железном люке нужно установить замок
1663;14;Муж на час;на люк установить замок
1664;4;Сантехник;ремонт стиральной машины
1665;4;Сантехник;"замана кранов
на радитор"
1666;10;Электрик;найти причину. дома нету света
1667;10;Электрик;нету света дома
1668;10;Электрик;нету света дома
1669;14;Муж на час;нету света
1670;4;Сантехник;под ванной поменять резинку
1671;14;Муж на час;установить межкомнатную двери
1672;14;Муж на час;уст межкомнатные двер
1673;14;Муж на час;уст. межкомнат. двери
1674;4;Сантехник;замена полотенцесушителя
1675;10;Электрик;10 микрорайон, обычная квартира, нужно все выключатели и розетки переделать под евростандарт
1676;14;Муж на час;нужно зеркало и полку повешать на кафель. и ручку сделать в туалете
1677;14;Муж на час;кухонный шкаф подкрутить дверцу. 
1678;4;Сантехник;замена сместителя
1679;4;Сантехник;замена сместителя
1680;14;Муж на час;нужно срезать кафель и поставить включатель. и повесить 2 люстры.
1681;4;Сантехник;канализация забилась в раковине
1682;4;Сантехник;канализация забилась
1686;14;Муж на час;побелка 1 комн. квартиры
1687;14;Муж на час;побелка 1 комн. квартиры
1688;14;Муж на час;побелка 1 комн квартиры
1689;14;Муж на час;побелка 1 комн квартире
1690;14;Муж на час;по белка 1 комн квартире
1691;14;Муж на час;ключ уронила в люк. нужно достать
1692;14;Муж на час;ключ упал в люк
1693;4;Сантехник;
1694;4;Сантехник;не выключается холодная и горячая вода в кране, отключили общий стояк.  87073206562 Гульнара
1695;4;Сантехник;карает вода, необходимо устранить течь
1696;4;Сантехник;устранить течь воды в квартире
1697;14;Муж на час;разобрать и собрать мебель в доме. район  барахолки.
1698;4;Сантехник;поменять смеситель, район ботанического/Байтурсынова
1699;10;Электрик;необходимо произвести ревизию электросчетчика, у клиента подозрение, что кроме неё светом пользуются соседи. и второй вопрос, все розетки перегорели, нужно сделать монтаж новых, не ломая стены
1700;14;Муж на час;в туалете нужно повесить ёмкость для житкого мыла и полотенце держатель. и в зале ещё какие то держатели. район Гоголя/байсеитовой
1701;4;Сантехник;поменять кран на трубе горячей воды, Рыскулова/кульжинки
1702;4;Сантехник;поменять кран
1703;4;Сантехник;протекает где то труба холодной воды, нужно устранить течь, труба пластиковая. район ВАЗа
1705;14;Муж на час;починить вытяжку
